Canal,Marca,Origem Tráfego,MDP,Parcelamento,Receita,Pedidos,Mês/Ano,Custo Parcelamento,Volume Venda
1P,SHOP,BUSCA ORGANICA,CARTAO,A PRAZO,1904.38521598584,19.293705648,11/2020,9.521926079929202,36742.647797633705
1P,SHOP,AFILIADOS,BOLETO,A VISTA,154.53120326037003,1.2707113170000002,7/2021,0.0,196.36454881257956
3P,SOUB,TRAFEGO DIRETO,BOLETO,A VISTA,914.77392103134,9.303371322000002,9/2021,0.0,8510.481463036464
3P,SOUB,TRAFEGO DIRETO,AME,A VISTA,807.96908380128,11.436401853,7/2021,0.0,9240.259127151672
3P,SHOP,BUSCA PPC,CARTAO,A VISTA,85939.95859850693,597.558755922,1/2021,0.0,51354174.74411199
1P,SUBA,COMPARADORES,BOLETO,A VISTA,461.48849192628,7.020972036000001,6/2020,0.0,3240.097796750224
3P,SUBA,TRAFEGO DIRETO,CARTAO,A VISTA,77861.71981016562,595.027380051,6/2020,0.0,46329855.1449079
1P,ACOM,BUSCA ORGANICA,PIX,A VISTA,266301.0737152566,6756.239736372,11/2021,0.0,1799193896.0735457
1P,ACOM,COMPARADORES,CARTAO,A PRAZO,7205.83168693536,76.36220841600002,4/2021,36.0291584346768,550253.221088375
1P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,1112.5072238397602,8.03904402,11/2020,0.0,8943.494545015827
1P,SOUB,TRAFEGO DIRETO,CARTAO,A PRAZO,30.15715277328,1.7018709239999998,8/2021,0.1507857638664,51.32358145547119
3P,SHOP,BUSCA ORGANICA,BOLETO,A VISTA,14757.95228584581,115.63472984700002,7/2021,0.0,1706531.8256686963
1P,SUBA,BUSCA PPC,CARTAO,A VISTA,381.5340689883299,5.071736651999999,1/2020,0.0,1935.040321674809
3P,SUBA,TRAFEGO DIRETO,CARTAO,A VISTA,44172.51979291957,345.28200488100003,1/2021,0.0,15251976.194744926
1P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,1897.2163929138,14.74195884,11/2021,9.486081964569,27968.68597490851
3P,ACOM,AFILIADOS,PIX,A VISTA,46371.06427202962,520.772502744,8/2021,0.0,24148775.195847742
3P,SHOP,COMPARADORES,BOLETO,A VISTA,5204.910394758001,45.81960180000001,3/2021,0.0,238486.92169249244
3P,ACOM,AFILIADOS,BOLETO,A VISTA,137023.9457463602,1455.06696762,11/2020,0.0,199379017.2284837
3P,SUBA,TRAFEGO DIRETO,CARTAO,A PRAZO,137293.59761764357,705.2447809350001,7/2021,686.4679880882178,96825593.17563307
3P,ACOM,AFILIADOS,AME,A VISTA,614935.1096369592,3275.4469629600007,3/2021,0.0,2014187337.277853
3P,ACOM,BUSCA ORGANICA,BOLETO,A VISTA,357584.4265781003,3339.378114192001,4/2021,0.0,1194109608.0908046
3P,SHOP,BUSCA PPC,AME,A VISTA,61571.50378074841,320.7372126000001,3/2021,0.0,19748272.49822761
1P,ACOM,TRAFEGO DIRETO,AME,A VISTA,180718.68780330985,2322.7374392520005,7/2020,0.0,419762062.1332416
3P,SUBA,BUSCA ORGANICA,BOLETO,A VISTA,48781.36669256759,376.959775344,7/2020,0.0,18388613.029403567
1P,ACOM,BUSCA PPC,AME,A VISTA,109452.50509770872,1727.817142992,9/2020,0.0,189113914.6512404
3P,SHOP,BUSCA ORGANICA,AME,A VISTA,34561.78296473305,268.991379114,12/2020,0.0,9296821.664322294
1P,SUBA,AFILIADOS,AME,A VISTA,16118.555670877917,115.727222832,8/2021,0.0,1865355.6838536856
3P,SHOP,COMPARADORES,CARTAO,A PRAZO,40223.6868514953,162.14813865900004,7/2020,201.1184342574765,6522195.952972457
1P,ACOM,BUSCA ORGANICA,CARTAO,A VISTA,209546.06467009027,4904.982414276001,2/2022,0.0,1027819762.1875345
1P,ACOM,BUSCA PPC,BOLETO,A VISTA,3201.1816829328,19.109777232000003,4/2022,0.0,61173.868840004674
1P,SHOP,COMPARADORES,AME,A VISTA,87.11651278722002,1.3858815270000002,7/2020,0.0,120.73316576846752
3P,SUBA,COMPARADORES,BOLETO,A VISTA,9195.787238486158,45.950514948,8/2021,0.0,422551.1589606858
1P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,1056.71625834096,8.03904402,11/2020,0.0,8494.98851745267
3P,SOUB,TRAFEGO DIRETO,BOLETO,A VISTA,1360.9010843766,10.211225544,8/2021,0.0,13896.467915643636
3P,B2B,TRAFEGO DIRETO,AME,A VISTA,2046.15019108608,10.165690536,7/2021,0.0,20800.52963275836
3P,SOUB,TRAFEGO DIRETO,CARTAO,A VISTA,350.07519057936,9.161074422,5/2021,0.0,3207.0648741933496
1P,SHOP,BUSCA PPC,AME,A VISTA,144.34539194271002,7.804984965,12/2021,0.0,1126.6136138798838
1P,ACOM,BUSCA ORGANICA,PIX,A VISTA,51288.02613199202,1261.1575031340003,2/2021,0.0,64682278.977294415
3P,SOUB,AFILIADOS,CARTAO,A VISTA,189.27200954676,4.422587652,11/2021,0.0,837.0720522907269
1P,ACOM,BUSCA PPC,BOLETO,A VISTA,2705.244217047361,47.73143588400001,10/2020,0.0,129125.1908965579
3P,SOUB,BUSCA ORGANICA,BOLETO,A VISTA,194.3441256285,1.560996993,12/2021,0.0,303.37059571330275
3P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,146429.8041087285,678.495315288,11/2020,732.1490205436426,99351936.10631184
3P,SOUB,BUSCA PPC,CARTAO,A VISTA,702.13001563152,11.793567072,11/2021,0.0,8280.61743261474
1P,SUBA,COMPARADORES,AME,A VISTA,692.5905452930402,8.811024048000002,4/2021,0.0,6102.431949994412
3P,ACOM,COMPARADORES,CARTAO,A PRAZO,157316.15485535402,879.5148700800002,3/2020,786.5807742767702,138361897.49909186
1P,ACOM,AFILIADOS,CARTAO,A PRAZO,102614.37543741694,1301.9312568599998,8/2021,513.0718771870847,133596862.78514013
3P,SUBA,BUSCA ORGANICA,PIX,A VISTA,20608.2953929008,161.67773777999997,8/2021,0.0,3331902.5786261964
3P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,1432184.7596898575,11932.7334402,3/2021,0.0,17089878974.495966
3P,SHOP,TRAFEGO DIRETO,PIX,A VISTA,25147.381516930804,236.95279788000005,3/2021,0.0,5958742.409792554
1P,ACOM,BUSCA PPC,AME,A VISTA,437220.2450645194,9400.141582720002,2/2022,0.0,4109932206.4380174
3P,ACOM,BUSCA ORGANICA,AME,A VISTA,236819.7196277477,1754.311600557,1/2021,0.0,415455581.383614
3P,SHOP,BUSCA ORGANICA,AME,A VISTA,7769.82844777806,95.66772771600002,9/2020,0.0,743321.8323420625
3P,SHOP,TRAFEGO DIRETO,AME,A VISTA,135043.819528705,809.302045842,5/2020,0.0,109291239.42289878
3P,SUBA,AFILIADOS,BOLETO,A VISTA,49478.22923695939,287.859853476,6/2020,0.0,14242795.81840307
3P,ACOM,AFILIADOS,CARTAO,A PRAZO,722184.0466696833,5014.612881288,4/2020,3610.920233348417,3621473423.090488
1P,ACOM,AFILIADOS,CARTAO,A PRAZO,106699.39751444296,1223.944452045,5/2020,533.4969875722148,130594135.62434652
3P,ACOM,BUSCA ORGANICA,AME,A VISTA,105533.56719851188,725.4352880760001,10/2021,0.0,76557773.72234039
3P,SUBA,TRAFEGO DIRETO,AME,A VISTA,122044.6121412098,639.748363803,5/2021,0.0,78077840.92831072
3P,B2B,TRAFEGO DIRETO,CARTAO,A PRAZO,22418.958529555035,57.149280978000014,9/2021,112.09479264777518,1281227.3602396708
3P,SUBA,BUSCA PPC,BOLETO,A VISTA,32488.39258368444,221.24322012,8/2021,0.0,7187836.591737072
3P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,32822.21708481299,313.684118436,8/2020,0.0,10295808.23136458
3P,SHOP,COMPARADORES,CARTAO,A VISTA,49189.84786844016,166.584134892,11/2021,0.0,8194248.252633194
1P,SUBA,BUSCA PPC,CARTAO,A PRAZO,2960.40335008704,18.727247913,12/2020,14.8020167504352,55440.20745955573
3P,SUBA,TRAFEGO DIRETO,CARTAO,A VISTA,13792.555216339197,116.128646256,4/2022,0.0,1601710.765684602
1P,SUBA,TRAFEGO DIRETO,PIX,A VISTA,1858.51403478384,36.7495716,4/2022,0.0,68299.59459089363
1P,SHOP,AFILIADOS,CARTAO,A VISTA,1684.9420346268005,17.133406560000005,3/2020,0.0,28868.79690929458
1P,SHOP,COMPARADORES,CARTAO,A PRAZO,770.0600266758001,4.823426412,11/2020,3.850300133379001,3714.327871493479
1P,SHOP,BUSCA ORGANICA,AME,A VISTA,547.5749207216401,12.70711317,7/2021,0.0,6958.09648666366
1P,SOUB,AFILIADOS,AME,A VISTA,11.95117511844,2.325131346,1/2021,0.0,27.788051889420107
3P,SUBA,BUSCA ORGANICA,PIX,A VISTA,17986.858472086926,225.31291146,6/2021,0.0,4052671.450364872
1P,SUBA,TRAFEGO DIRETO,CARTAO,A PRAZO,3244.7849823568504,26.643688752,5/2020,16.223924911784252,86453.04113707974
3P,SHOP,BUSCA PPC,CARTAO,A PRAZO,112739.26606552076,526.761779265,5/2021,563.6963303276038,59386736.38570395
3P,SUBA,AFILIADOS,PIX,A VISTA,7634.7223414054815,57.02690564400001,10/2021,0.0,435384.5905814693
3P,SOUB,BUSCA ORGANICA,PIX,A VISTA,123.97384045584002,1.3262071080000002,10/2021,0.0,164.41498841859303
3P,SOUB,BUSCA ORGANICA,BOLETO,A VISTA,366.6591543304801,3.987159138000001,9/2021,0.0,1461.9283977201262
1P,ACOM,BUSCA PPC,CARTAO,A PRAZO,421789.16957444965,4076.8094522400006,3/2022,2108.945847872248,1719554073.3735769
1P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,222058.12364642505,2484.06460218,11/2020,1110.290618232125,551606724.576594
1P,SUBA,TRAFEGO DIRETO,AME,A VISTA,2355.2584456680006,37.96481292000001,3/2021,0.0,89416.94626803564
1P,ACOM,BUSCA PPC,CARTAO,A PRAZO,510952.34095570544,9576.296776200004,3/2021,2554.7617047785275,4893031255.485967
3P,SHOP,AFILIADOS,CARTAO,A PRAZO,33163.92668259961,189.82406460000004,3/2021,165.81963341299806,6295311.360987454
3P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,85056.17260034854,569.8285465079999,8/2020,425.2808630017427,48467435.204390176
1P,ACOM,AFILIADOS,CARTAO,A PRAZO,80332.49969370369,1221.4765896,5/2021,401.6624984685185,98124267.75990824
1P,ACOM,AFILIADOS,CARTAO,A VISTA,345464.51322105457,5458.256371584,4/2020,0.0,1885633880.444986
3P,ACOM,TRAFEGO DIRETO,BOLETO,A VISTA,138880.17669785843,1069.32706944,3/2022,0.0,148508332.35163033
3P,SHOP,BUSCA PPC,AME,A VISTA,35953.267177755704,282.130094688,8/2020,0.0,10143498.67320318
3P,SUBA,TRAFEGO DIRETO,PIX,A VISTA,4968.372920860561,37.454495826,12/2020,0.0,186087.9028263833
3P,B2B,TRAFEGO DIRETO,BOLETO,A VISTA,24919.14269291586,71.604913521,5/2020,0.0,1784333.0575436992
3P,SOUB,BUSCA PPC,PIX,A VISTA,1199.35672148097,14.484401451,6/2021,0.0,17371.964236885564
1P,SHOP,COMPARADORES,CARTAO,A PRAZO,445.2401251392,4.283351640000001,3/2020,2.2262006256960003,1907.1200202087985
1P,ACOM,COMPARADORES,CARTAO,A PRAZO,6053.113488407309,82.49642142300002,6/2020,30.265567442036545,499360.2012608951
1P,SUBA,BUSCA ORGANICA,AME,A VISTA,545.3730184910403,11.748032064000002,4/2021,0.0,6407.059708073207
1P,SUBA,BUSCA ORGANICA,AME,A VISTA,85.73294309046001,1.4315068140000002,2/2021,0.0,122.72729221826776
1P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,1545.2650415244,9.646852824,11/2020,7.726325207622,14906.944429658137
1P,SUBA,TRAFEGO DIRETO,PIX,A VISTA,1758.7358957718004,23.922954828000005,9/2021,0.0,42074.15938893091
1P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,2695844.9977767314,105718.9126674,3/2021,0.0,285001801884.8055
3P,SOUB,AFILIADOS,AME,A VISTA,97.61421208392,1.163736434,1/2022,0.0,113.59721507826076
1P,SHOP,BUSCA PPC,BOLETO,A VISTA,139.63673471566,1.163736434,1/2022,0.0,162.50035571340618
1P,ACOM,AFILIADOS,CARTAO,A PRAZO,744535.496870082,5940.269124720001,3/2022,3722.67748435041,4422741224.3154125
1P,ACOM,BUSCA ORGANICA,BOLETO,A VISTA,9996.16943083722,67.90819482300002,7/2020,0.0,678821.8211930111
1P,SUBA,BUSCA PPC,AME,A VISTA,255.32048813751,1.702477083,12/2020,0.0,434.67727987448416
1P,SHOP,COMPARADORES,CARTAO,A PRAZO,58.95713830160001,1.3104498400000002,3/2022,0.294785691508,77.26037245418962
3P,SHOP,AFILIADOS,AME,A VISTA,35406.955659535175,287.69845182,8/2020,0.0,10186526.326907655
3P,B2B,TRAFEGO DIRETO,BOLETO,A VISTA,57327.415409183785,203.448992775,1/2021,0.0,11663204.923392454
1P,SHOP,AFILIADOS,AME,A VISTA,74.92441792566,1.561250634,2/2020,0.0,116.97579498851763
3P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,1498000.6802918755,7438.150671645,12/2021,7490.003401459378,11142354766.237682
3P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,1981518.8994906228,12379.665235596,5/2021,9907.594497453114,24530540633.70051
3P,SUBA,TRAFEGO DIRETO,AME,A VISTA,167819.70656303165,945.391576752,11/2020,0.0,158655336.99768245
3P,ACOM,COMPARADORES,AME,A VISTA,33600.46202225541,205.11046599600004,7/2020,0.0,6891806.423065709
3P,SUBA,COMPARADORES,CARTAO,A PRAZO,74476.38884198268,337.63984884,11/2020,372.3819442099134,25146196.670756094
1P,SUBA,AFILIADOS,AME,A VISTA,1198.7556750667195,10.143473304,1/2020,0.0,12159.546188057768
1P,SHOP,AFILIADOS,AME,A VISTA,2090.1143978366704,32.063760476999995,5/2021,0.0,67016.92742176408
3P,SUBA,BUSCA ORGANICA,BOLETO,A VISTA,12794.75380225062,91.70466017400004,9/2021,0.0,1173338.549445388
1P,ACOM,BUSCA PPC,CARTAO,A VISTA,187363.4095014541,3258.990326475,6/2021,0.0,610615539.1006129
