Departamento,Canal,Marca,Origem Tráfego,Visita,Mês/Ano
PERFUMARIA,1P,SUBA,COMPARADORES,0.0,12/2020
PERFUMARIA,1P,SUBA,COMPARADORES,0.0,10/2020
PERFUMARIA,3P,SUBA,COMPARADORES,691.377530976,4/2020
PERFUMARIA,1P,SUBA,TRAFEGO DIRETO,14.532906959999998,8/2020
PERFUMARIA,3P,SHOP,BUSCA ORGANICA,4734.1924623840005,11/2020
PERFUMARIA,1P,ACOM,AFILIADOS,0.0,4/2021
PERFUMARIA,3P,SUBA,COMPARADORES,21.462908544,4/2021
PERFUMARIA,1P,SHOP,BUSCA PPC,0.0,11/2020
PERFUMARIA,1P,ACOM,BUSCA ORGANICA,3.3569880960000003,11/2020
PERFUMARIA,3P,SUBA,BUSCA ORGANICA,2483.8317658439996,6/2020
PERFUMARIA,3P,SUBA,COMPARADORES,889.783304256,9/2020
PERFUMARIA,3P,SUBA,COMPARADORES,94.98466032,3/2021
PERFUMARIA,1P,ACOM,TRAFEGO DIRETO,656.002782864,6/2020
PERFUMARIA,3P,SHOP,TRAFEGO DIRETO,1187.582333916,1/2021
PERFUMARIA,1P,SUBA,TRAFEGO DIRETO,9.404265156,7/2020
PERFUMARIA,1P,ACOM,COMPARADORES,0.0,12/2020
PERFUMARIA,1P,ACOM,BUSCA ORGANICA,190.57064083199998,6/2020
PERFUMARIA,3P,SHOP,AFILIADOS,117.313631688,2/2021
PERFUMARIA,3P,SHOP,BUSCA ORGANICA,1734.343541304,1/2021
PERFUMARIA,3P,ACOM,BUSCA PPC,100583.54601464399,5/2020
PERFUMARIA,3P,SUBA,BUSCA PPC,13317.171776832001,11/2020
PERFUMARIA,3P,ACOM,BUSCA ORGANICA,36741.657930912,4/2020
PERFUMARIA,1P,SHOP,BUSCA PPC,9.68860464,8/2020
PERFUMARIA,3P,SHOP,AFILIADOS,9.198389376000002,4/2021
PERFUMARIA,3P,ACOM,AFILIADOS,3786.31641432,10/2020
PERFUMARIA,3P,SOUB,AFILIADOS,0.723405012,7/2020
PERFUMARIA,1P,SOUB,BUSCA ORGANICA,0.747220584,2/2021
PERFUMARIA,3P,ACOM,BUSCA PPC,0.8400660839999999,6/2021
PERFUMARIA,3P,SOUB,BUSCA ORGANICA,3.6170250599999996,7/2020
PERFUMARIA,3P,SHOP,BUSCA ORGANICA,53.65727136,4/2021
PERFUMARIA,3P,SUBA,BUSCA ORGANICA,2965.7790903839996,5/2020
PERFUMARIA,1P,SHOP,TRAFEGO DIRETO,0.0,11/2020
PERFUMARIA,3P,B2B,BUSCA ORGANICA,0.7673043840000001,4/2022
PERFUMARIA,1P,ACOM,AFILIADOS,0.8886621479999999,12/2020
PERFUMARIA,3P,SOUB,TRAFEGO DIRETO,447.161507496,9/2020
PERFUMARIA,3P,SHOP,TRAFEGO DIRETO,3799.8707398079996,8/2020
PERFUMARIA,3P,SUBA,TRAFEGO DIRETO,5057.45162208,6/2020
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,152.69357241600002,4/2022
PERFUMARIA,1P,SOUB,TRAFEGO DIRETO,0.0,5/2020
PERFUMARIA,1P,ACOM,TRAFEGO DIRETO,189.504570288,10/2020
PERFUMARIA,1P,SHOP,BUSCA ORGANICA,5.787240096,7/2020
PERFUMARIA,1P,SUBA,AFILIADOS,0.0,12/2020
PERFUMARIA,1P,SHOP,TRAFEGO DIRETO,0.0,3/2021
PERFUMARIA,1P,SUBA,TRAFEGO DIRETO,1.513236912,9/2020
PERFUMARIA,3P,SUBA,TRAFEGO DIRETO,6420.53136384,4/2020
PERFUMARIA,1P,ACOM,BUSCA PPC,0.8886621479999999,12/2020
PERFUMARIA,1P,SHOP,AFILIADOS,2.508020064,4/2020
PERFUMARIA,1P,SUBA,AFILIADOS,0.0,2/2021
PERFUMARIA,1P,ACOM,AFILIADOS,25.669941792,10/2020
PERFUMARIA,1P,SUBA,BUSCA ORGANICA,0.0,2/2021
PERFUMARIA,1P,ACOM,AFILIADOS,0.0,3/2021
PERFUMARIA,1P,ACOM,TRAFEGO DIRETO,0.0,2/2021
PERFUMARIA,3P,SOUB,BUSCA ORGANICA,163.737418416,8/2020
PERFUMARIA,1P,ACOM,BUSCA ORGANICA,86.9220132,5/2020
PERFUMARIA,3P,SHOP,BUSCA ORGANICA,1770.895469376,7/2020
PERFUMARIA,1P,ACOM,COMPARADORES,10.078255043999999,6/2020
PERFUMARIA,3P,SUBA,COMPARADORES,1029.898673232,8/2020
PERFUMARIA,3P,SOUB,BUSCA ORGANICA,6.688053504,4/2020
PERFUMARIA,1P,SUBA,BUSCA PPC,0.0,1/2021
PERFUMARIA,3P,ACOM,AFILIADOS,5071.06913412,7/2020
PERFUMARIA,3P,SUBA,AFILIADOS,1005.657719616,10/2020
PERFUMARIA,3P,SUBA,BUSCA ORGANICA,589.72490544,3/2021
PERFUMARIA,3P,SUBA,TRAFEGO DIRETO,3215.53527834,7/2020
PERFUMARIA,3P,ACOM,AFILIADOS,9.207652608000002,4/2022
PERFUMARIA,3P,SUBA,BUSCA PPC,4321.610200512,10/2020
PERFUMARIA,3P,SUBA,COMPARADORES,2120.7772296480002,11/2020
PERFUMARIA,1P,SHOP,BUSCA ORGANICA,0.0,3/2021
PERFUMARIA,3P,SHOP,COMPARADORES,2311.286304096,11/2020
PERFUMARIA,3P,ACOM,COMPARADORES,3189.4886474879995,8/2020
PERFUMARIA,3P,SOUB,TRAFEGO DIRETO,381.85739592000004,11/2020
PERFUMARIA,3P,SUBA,AFILIADOS,4.599194688000001,4/2021
PERFUMARIA,1P,SHOP,TRAFEGO DIRETO,0.0,1/2021
PERFUMARIA,1P,SHOP,BUSCA PPC,8.245845035999999,6/2020
PERFUMARIA,1P,ACOM,BUSCA PPC,0.0,3/2021
PERFUMARIA,3P,SUBA,AFILIADOS,202.683954792,1/2021
PERFUMARIA,1P,SUBA,BUSCA PPC,1.509996576,10/2020
PERFUMARIA,1P,SUBA,COMPARADORES,0.0,11/2020
PERFUMARIA,1P,SOUB,AFILIADOS,1.494441168,2/2021
PERFUMARIA,1P,SOUB,TRAFEGO DIRETO,0.0,4/2020
PERFUMARIA,1P,SHOP,COMPARADORES,0.0,11/2020
PERFUMARIA,3P,ACOM,COMPARADORES,2127.574687128,1/2021
PERFUMARIA,3P,SOUB,TRAFEGO DIRETO,0.0,11/2021
PERFUMARIA,3P,SOUB,BUSCA ORGANICA,19.929843648000002,4/2021
PERFUMARIA,1P,ACOM,BUSCA ORGANICA,128.766092136,7/2020
PERFUMARIA,1P,SHOP,TRAFEGO DIRETO,6.084540924,5/2020
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,9.563829263999999,5/2021
PERFUMARIA,3P,ACOM,AFILIADOS,6945.760666415999,8/2020
PERFUMARIA,3P,SUBA,BUSCA ORGANICA,84.31856928,4/2021
PERFUMARIA,1P,SHOP,BUSCA ORGANICA,6.413435027999999,6/2020
PERFUMARIA,1P,SUBA,BUSCA PPC,0.0,12/2020
PERFUMARIA,3P,SOUB,BUSCA PPC,2.9065813919999997,8/2020
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,739.7038123200001,4/2021
PERFUMARIA,3P,SHOP,BUSCA PPC,3.8365219200000005,4/2022
PERFUMARIA,1P,SHOP,BUSCA PPC,0.836006688,4/2020
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,0.888345744,8/2021
PERFUMARIA,3P,ACOM,COMPARADORES,2412.099637728,9/2020
PERFUMARIA,3P,SHOP,BUSCA ORGANICA,2346.580043808,8/2020
PERFUMARIA,1P,ACOM,TRAFEGO DIRETO,266.43662759999995,8/2020
PERFUMARIA,1P,SUBA,TRAFEGO DIRETO,122.056976448,4/2020
PERFUMARIA,3P,SUBA,BUSCA PPC,2916.0456033719997,7/2020
PERFUMARIA,3P,ACOM,BUSCA ORGANICA,7513.3549656,3/2021
PERFUMARIA,3P,SHOP,AFILIADOS,219.068585868,1/2021
PERFUMARIA,1P,SOUB,BUSCA ORGANICA,0.0,6/2020
PERFUMARIA,1P,SHOP,BUSCA ORGANICA,0.0,2/2021
PERFUMARIA,3P,SHOP,BUSCA PPC,6731.615771099999,12/2020
PERFUMARIA,3P,SUBA,TRAFEGO DIRETO,3116.632932864,10/2020
PERFUMARIA,3P,SOUB,AFILIADOS,10.316249196,1/2021
PERFUMARIA,3P,SUBA,COMPARADORES,1.5346087680000002,4/2022
PERFUMARIA,3P,SHOP,TRAFEGO DIRETO,4747.680360984,5/2020
PERFUMARIA,1P,ACOM,BUSCA PPC,87.78070224,4/2020
PERFUMARIA,3P,SUBA,BUSCA ORGANICA,4535.290917696,11/2020
PERFUMARIA,3P,SHOP,BUSCA PPC,3609.826653576,9/2020
PERFUMARIA,1P,SUBA,BUSCA PPC,0.0,3/2021
PERFUMARIA,1P,SUBA,BUSCA PPC,4.539710736,9/2020
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,32387.809627536,9/2020
PERFUMARIA,1P,SHOP,TRAFEGO DIRETO,3.78309228,9/2020
PERFUMARIA,3P,SOUB,BUSCA PPC,2.264994864,10/2020
PERFUMARIA,3P,ACOM,AFILIADOS,6157.555415088,5/2020
PERFUMARIA,3P,SHOP,AFILIADOS,612.80019306,5/2020
PERFUMARIA,3P,SOUB,TRAFEGO DIRETO,112.86090288,4/2020
PERFUMARIA,3P,SHOP,BUSCA ORGANICA,2063.264505984,4/2020
PERFUMARIA,1P,SUBA,TRAFEGO DIRETO,0.0,12/2020
PERFUMARIA,1P,SOUB,BUSCA ORGANICA,5.331972887999999,12/2020
PERFUMARIA,1P,ACOM,BUSCA ORGANICA,0.0,3/2021
PERFUMARIA,1P,SUBA,BUSCA PPC,3.6170250599999996,7/2020
PERFUMARIA,3P,SHOP,COMPARADORES,997.0789300559999,12/2020
PERFUMARIA,1P,SUBA,AFILIADOS,0.9688604639999999,8/2020
PERFUMARIA,3P,SHOP,COMPARADORES,0.7673043840000001,4/2022
PERFUMARIA,1P,ACOM,COMPARADORES,0.0,3/2021
PERFUMARIA,3P,SUBA,COMPARADORES,236.66689332,1/2021
PERFUMARIA,1P,ACOM,BUSCA PPC,5.461543692,1/2021
PERFUMARIA,1P,ACOM,BUSCA PPC,196.29955488000002,10/2020
PERFUMARIA,3P,ACOM,COMPARADORES,2082.2852783040003,10/2020
PERFUMARIA,1P,SHOP,BUSCA PPC,3.4768805279999997,5/2020
PERFUMARIA,1P,SOUB,BUSCA ORGANICA,0.0,7/2020
PERFUMARIA,1P,ACOM,TRAFEGO DIRETO,9.709411008,1/2021
PERFUMARIA,1P,SHOP,COMPARADORES,0.0,7/2020
PERFUMARIA,3P,SOUB,BUSCA ORGANICA,336.69521292,9/2020
PERFUMARIA,3P,SUBA,COMPARADORES,957.064830876,7/2020
PERFUMARIA,1P,SUBA,COMPARADORES,2.893620048,7/2020
PERFUMARIA,1P,SHOP,AFILIADOS,0.756618456,9/2020
PERFUMARIA,1P,ACOM,AFILIADOS,34.723440576,7/2020
PERFUMARIA,3P,SOUB,TRAFEGO DIRETO,207.72732235200002,2/2021
PERFUMARIA,1P,SHOP,COMPARADORES,0.836006688,4/2020
PERFUMARIA,3P,ACOM,BUSCA PPC,36295.492647216,2/2021
PERFUMARIA,3P,SHOP,BUSCA ORGANICA,8.440348224000001,4/2022
PERFUMARIA,1P,SHOP,TRAFEGO DIRETO,5.852046816,4/2020
PERFUMARIA,1P,ACOM,COMPARADORES,0.606838188,1/2021
PERFUMARIA,1P,SHOP,BUSCA ORGANICA,2.508020064,4/2020
PERFUMARIA,3P,SUBA,BUSCA PPC,4024.536196032,4/2020
PERFUMARIA,1P,SHOP,COMPARADORES,0.0,1/2021
PERFUMARIA,1P,SUBA,AFILIADOS,1.8324100079999999,6/2020
PERFUMARIA,1P,SHOP,COMPARADORES,1.9377209279999998,8/2020
PERFUMARIA,1P,SHOP,TRAFEGO DIRETO,12.826870055999999,6/2020
PERFUMARIA,3P,ACOM,BUSCA PPC,16652.38264272,3/2021
PERFUMARIA,3P,SUBA,BUSCA ORGANICA,1296.42771324,2/2021
PERFUMARIA,3P,SOUB,AFILIADOS,12.595186031999999,8/2020
PERFUMARIA,1P,SUBA,TRAFEGO DIRETO,59.553325259999994,6/2020
PERFUMARIA,1P,SUBA,BUSCA ORGANICA,0.0,11/2020
PERFUMARIA,3P,ACOM,BUSCA PPC,116883.61152652801,11/2020
PERFUMARIA,3P,SHOP,AFILIADOS,377.552609544,9/2020
PERFUMARIA,1P,ACOM,COMPARADORES,8.36006688,4/2020
PERFUMARIA,1P,ACOM,TRAFEGO DIRETO,0.68334288,3/2021
PERFUMARIA,3P,SUBA,TRAFEGO DIRETO,62.855660736000004,4/2021
PERFUMARIA,3P,SUBA,AFILIADOS,0.7673043840000001,4/2022
PERFUMARIA,1P,ACOM,BUSCA PPC,500.881417872,9/2020
PERFUMARIA,3P,SUBA,BUSCA ORGANICA,1648.779356796,1/2021
PERFUMARIA,3P,SHOP,BUSCA PPC,0.68403104,3/2022
PERFUMARIA,1P,SUBA,BUSCA PPC,0.836006688,4/2020
PERFUMARIA,3P,ACOM,COMPARADORES,3644.663505912,6/2020
PERFUMARIA,3P,SUBA,TRAFEGO DIRETO,1228.240492512,1/2021
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,0.6922560480000001,10/2021
PERFUMARIA,1P,SUBA,TRAFEGO DIRETO,0.0,2/2021
PERFUMARIA,3P,SUBA,AFILIADOS,991.17017736,9/2020
PERFUMARIA,1P,SHOP,BUSCA ORGANICA,1.7384402639999998,5/2020
PERFUMARIA,1P,ACOM,AFILIADOS,0.8392470240000001,11/2020
PERFUMARIA,3P,SOUB,BUSCA ORGANICA,3.6648200159999997,6/2020
PERFUMARIA,3P,SHOP,TRAFEGO DIRETO,744.2317016640001,2/2021
PERFUMARIA,3P,ACOM,BUSCA ORGANICA,0.663288252,7/2021
PERFUMARIA,1P,SHOP,COMPARADORES,0.0,12/2020
PERFUMARIA,3P,SUBA,BUSCA PPC,2318.625472152,2/2021
PERFUMARIA,1P,ACOM,BUSCA PPC,0.0,2/2021
PERFUMARIA,3P,SOUB,BUSCA PPC,0.7673043840000001,4/2022
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,22295.23502712,1/2021
PERFUMARIA,3P,ACOM,AFILIADOS,2566.92553524,1/2021
PERFUMARIA,3P,SOUB,AFILIADOS,4.599194688000001,4/2021
PERFUMARIA,1P,SUBA,BUSCA ORGANICA,5.497230023999999,6/2020
PERFUMARIA,3P,SOUB,TRAFEGO DIRETO,106.60148928,3/2021
PERFUMARIA,3P,SHOP,COMPARADORES,705.92339928,10/2020
PERFUMARIA,3P,SUBA,BUSCA PPC,8.440348224000001,4/2022
PERFUMARIA,3P,SUBA,TRAFEGO DIRETO,883.214730288,2/2021
PERFUMARIA,3P,SOUB,AFILIADOS,37.361029200000004,2/2021
PERFUMARIA,1P,SHOP,BUSCA PPC,0.0,3/2021
PERFUMARIA,3P,SHOP,TRAFEGO DIRETO,3956.819654304,4/2020
PERFUMARIA,3P,SUBA,COMPARADORES,794.258198976,10/2020
PERFUMARIA,3P,ACOM,BUSCA PPC,76876.667008416,4/2020
PERFUMARIA,3P,ACOM,COMPARADORES,4058.3887963079997,5/2020
PERFUMARIA,3P,SHOP,COMPARADORES,144.86869056,3/2021
PERFUMARIA,3P,SUBA,AFILIADOS,202.496778264,2/2021
PERFUMARIA,1P,SHOP,BUSCA PPC,4.539710736,9/2020
PERFUMARIA,1P,SUBA,AFILIADOS,1.446810024,7/2020
PERFUMARIA,1P,SHOP,AFILIADOS,0.0,5/2020
PERFUMARIA,3P,SHOP,BUSCA PPC,4016.5908921600003,10/2020
PERFUMARIA,1P,SUBA,BUSCA ORGANICA,0.0,3/2021
PERFUMARIA,1P,SHOP,COMPARADORES,0.0,9/2020
PERFUMARIA,3P,SOUB,BUSCA PPC,6.220635035999999,12/2020
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,78297.963436836,6/2020
PERFUMARIA,3P,SHOP,TRAFEGO DIRETO,3016.1193303119994,12/2020
PERFUMARIA,1P,SHOP,COMPARADORES,0.8692201319999999,5/2020
PERFUMARIA,1P,SUBA,AFILIADOS,0.0,3/2021
PERFUMARIA,3P,SUBA,TRAFEGO DIRETO,1.36806208,3/2022
PERFUMARIA,3P,SOUB,TRAFEGO DIRETO,246.129441888,10/2020
PERFUMARIA,3P,SHOP,AFILIADOS,2466.9261228479995,12/2020
PERFUMARIA,3P,SHOP,BUSCA ORGANICA,508.40710272,3/2021
PERFUMARIA,3P,SOUB,TRAFEGO DIRETO,151.102708812,1/2021
PERFUMARIA,3P,SOUB,BUSCA ORGANICA,516.976166784,11/2020
PERFUMARIA,3P,SHOP,BUSCA ORGANICA,1978.09551456,10/2020
PERFUMARIA,3P,SHOP,AFILIADOS,556.780454208,4/2020
PERFUMARIA,1P,ACOM,AFILIADOS,0.0,1/2021
PERFUMARIA,3P,SOUB,TRAFEGO DIRETO,328.80499475999994,12/2020
PERFUMARIA,1P,SHOP,TRAFEGO DIRETO,7.750883711999999,8/2020
PERFUMARIA,3P,SHOP,AFILIADOS,500.596268304,7/2020
PERFUMARIA,1P,ACOM,AFILIADOS,20.346069743999998,8/2020
PERFUMARIA,3P,ACOM,BUSCA PPC,97565.9499012,9/2020
PERFUMARIA,1P,SHOP,BUSCA PPC,0.0,12/2020
PERFUMARIA,1P,SUBA,COMPARADORES,1.7384402639999998,5/2020
PERFUMARIA,1P,SHOP,TRAFEGO DIRETO,0.0,2/2021
PERFUMARIA,1P,SHOP,BUSCA ORGANICA,5.813162783999999,8/2020
PERFUMARIA,3P,SOUB,BUSCA ORGANICA,3.4768805279999997,5/2020
PERFUMARIA,3P,ACOM,BUSCA PPC,76331.081915088,10/2020
PERFUMARIA,1P,SHOP,AFILIADOS,0.0,1/2021
PERFUMARIA,1P,ACOM,COMPARADORES,3.77499144,10/2020
PERFUMARIA,3P,SHOP,AFILIADOS,428.084029296,10/2020
PERFUMARIA,3P,SUBA,COMPARADORES,174.102396072,2/2021
PERFUMARIA,3P,ACOM,BUSCA ORGANICA,22545.252360576,1/2021
PERFUMARIA,3P,SUBA,BUSCA PPC,4876.551678768,1/2021
PERFUMARIA,3P,SOUB,AFILIADOS,0.0,4/2020
PERFUMARIA,1P,SHOP,COMPARADORES,0.0,2/2021
PERFUMARIA,1P,SHOP,BUSCA PPC,0.0,1/2021
PERFUMARIA,1P,ACOM,BUSCA PPC,789.62127816,8/2020
PERFUMARIA,1P,ACOM,BUSCA PPC,404.962611768,6/2020
PERFUMARIA,3P,SOUB,AFILIADOS,0.0,6/2020
PERFUMARIA,3P,ACOM,BUSCA ORGANICA,38822.23879248,8/2020
PERFUMARIA,3P,SUBA,BUSCA PPC,4006.2380186399996,8/2020
PERFUMARIA,3P,SHOP,BUSCA PPC,10378.128698784001,11/2020
PERFUMARIA,3P,ACOM,BUSCA ORGANICA,45204.638692356,6/2020
PERFUMARIA,1P,ACOM,COMPARADORES,13.021290215999999,7/2020
PERFUMARIA,3P,SHOP,BUSCA ORGANICA,2412.955086432,5/2020
PERFUMARIA,1P,SOUB,TRAFEGO DIRETO,0.0,8/2020
PERFUMARIA,3P,SHOP,TRAFEGO DIRETO,420.2558712,3/2021
PERFUMARIA,1P,ACOM,BUSCA PPC,216.43581286799997,5/2020
PERFUMARIA,3P,SUBA,BUSCA ORGANICA,2045.065968924,7/2020
PERFUMARIA,1P,SUBA,BUSCA PPC,0.0,2/2021
PERFUMARIA,3P,B2B,BUSCA PPC,0.7673043840000001,4/2022
PERFUMARIA,3P,SOUB,TRAFEGO DIRETO,106.34053676399999,7/2020
PERFUMARIA,1P,ACOM,BUSCA PPC,0.0,4/2021
PERFUMARIA,3P,SUBA,TRAFEGO DIRETO,5401.3938464640005,11/2020
PERFUMARIA,3P,SUBA,AFILIADOS,826.416913608,6/2020
PERFUMARIA,3P,SHOP,TRAFEGO DIRETO,4.104186240000001,3/2022
PERFUMARIA,3P,SOUB,BUSCA ORGANICA,680.7152053679999,12/2020
PERFUMARIA,3P,SUBA,BUSCA PPC,722.97676704,3/2021
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,28585.745180256,10/2020
PERFUMARIA,3P,SHOP,BUSCA ORGANICA,2366.557525332,6/2020
PERFUMARIA,3P,SUBA,AFILIADOS,1031.632252992,4/2020
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,57191.327697504006,11/2020
PERFUMARIA,3P,SOUB,AFILIADOS,32.534593608,9/2020
PERFUMARIA,1P,SHOP,BUSCA PPC,0.0,2/2021
PERFUMARIA,3P,SUBA,AFILIADOS,738.8371122,5/2020
PERFUMARIA,3P,SOUB,TRAFEGO DIRETO,255.77916249599997,8/2020
PERFUMARIA,3P,ACOM,COMPARADORES,2837.194457064,7/2020
PERFUMARIA,3P,SOUB,BUSCA ORGANICA,192.782910672,2/2021
PERFUMARIA,3P,ACOM,BUSCA ORGANICA,1.6801321679999999,6/2021
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,7660.95702768,3/2021
PERFUMARIA,1P,ACOM,COMPARADORES,9.561421452,5/2020
PERFUMARIA,1P,SHOP,AFILIADOS,1.446810024,7/2020
PERFUMARIA,1P,SUBA,AFILIADOS,0.756618456,9/2020
PERFUMARIA,3P,ACOM,BUSCA ORGANICA,16.416744960000003,3/2022
PERFUMARIA,1P,SOUB,TRAFEGO DIRETO,0.0,9/2020
PERFUMARIA,3P,ACOM,COMPARADORES,2387.36976588,2/2021
PERFUMARIA,1P,SHOP,BUSCA PPC,4.340430072,7/2020
PERFUMARIA,1P,SUBA,AFILIADOS,6.039986304,10/2020
PERFUMARIA,3P,SHOP,BUSCA PPC,345.0881544,3/2021
PERFUMARIA,3P,SOUB,BUSCA PPC,0.7665324480000001,4/2021
PERFUMARIA,3P,SHOP,AFILIADOS,644.29220856,8/2020
PERFUMARIA,1P,SUBA,COMPARADORES,0.0,6/2020
PERFUMARIA,3P,SHOP,AFILIADOS,60.817516319999996,3/2021
PERFUMARIA,1P,SUBA,COMPARADORES,0.0,9/2020
PERFUMARIA,1P,SUBA,COMPARADORES,0.0,3/2021
PERFUMARIA,1P,ACOM,COMPARADORES,0.0,11/2020
PERFUMARIA,3P,SHOP,COMPARADORES,753.591982176,9/2020
PERFUMARIA,3P,SHOP,TRAFEGO DIRETO,8.440348224000001,4/2022
PERFUMARIA,3P,SOUB,BUSCA PPC,5.874729168,11/2020
PERFUMARIA,1P,ACOM,TRAFEGO DIRETO,301.134145488,9/2020
PERFUMARIA,3P,ACOM,BUSCA ORGANICA,839.3530305600001,4/2021
PERFUMARIA,3P,ACOM,BUSCA ORGANICA,29582.342920416002,10/2020
PERFUMARIA,3P,SUBA,BUSCA PPC,4130.252158032,6/2020
PERFUMARIA,3P,ACOM,BUSCA PPC,107074.01355037198,12/2020
PERFUMARIA,1P,SOUB,BUSCA ORGANICA,0.0,4/2020
PERFUMARIA,1P,ACOM,BUSCA ORGANICA,130.138374432,9/2020
PERFUMARIA,3P,SHOP,TRAFEGO DIRETO,3540.3441287279998,7/2020
PERFUMARIA,3P,SHOP,BUSCA PPC,5958.0811410119995,6/2020
PERFUMARIA,3P,ACOM,AFILIADOS,5654.557247723999,12/2020
PERFUMARIA,3P,SHOP,TRAFEGO DIRETO,3082.658009904,10/2020
PERFUMARIA,3P,ACOM,BUSCA PPC,117503.29176299999,6/2020
PERFUMARIA,1P,SOUB,AFILIADOS,0.0,4/2021
PERFUMARIA,3P,SUBA,AFILIADOS,677.233464336,8/2020
PERFUMARIA,3P,SHOP,COMPARADORES,1414.5362774399998,8/2020
PERFUMARIA,1P,ACOM,COMPARADORES,4.539710736,9/2020
PERFUMARIA,3P,ACOM,BUSCA PPC,0.796985772,5/2021
PERFUMARIA,1P,SHOP,AFILIADOS,2.7486150119999997,6/2020
PERFUMARIA,3P,SHOP,BUSCA PPC,5059.730388372,5/2020
PERFUMARIA,1P,SUBA,BUSCA ORGANICA,8.36006688,4/2020
PERFUMARIA,3P,SUBA,BUSCA ORGANICA,3722.6057379719996,12/2020
PERFUMARIA,3P,SOUB,BUSCA PPC,1.820514564,1/2021
PERFUMARIA,1P,SOUB,BUSCA ORGANICA,0.0,10/2020
PERFUMARIA,1P,SHOP,AFILIADOS,0.0,11/2020
PERFUMARIA,1P,SUBA,BUSCA ORGANICA,1.509996576,10/2020
PERFUMARIA,3P,ACOM,TRAFEGO DIRETO,0.0,11/2021
PERFUMARIA,3P,SHOP,COMPARADORES,222.67173403200002,2/2021
PERFUMARIA,3P,SOUB,AFILIADOS,11.552607923999998,12/2020
PERFUMARIA,3P,ACOM,BUSCA PPC,0.888345744,8/2021
PERFUMARIA,1P,SHOP,TRAFEGO DIRETO,0.8886621479999999,12/2020
PERFUMARIA,3P,SUBA,TRAFEGO DIRETO,422.98924272,3/2021
PERFUMARIA,3P,ACOM,COMPARADORES,33.727427712,4/2021
PERFUMARIA,3P,SUBA,TRAFEGO DIRETO,3929.119642008,9/2020
ELETRÔNICOS,1P,SHOP,COMPARADORES,13829.364124968002,2/2022
ELETRÔNICOS,1P,SOUB,BUSCA PPC,2742.95624008,3/2022
ELETRÔNICOS,1P,SUBA,TRAFEGO DIRETO,199227.646220184,4/2020
ELETRÔNICOS,1P,ACOM,BUSCA PPC,1522822.9912572692,6/2021
ELETRÔNICOS,3P,ACOM,TRAFEGO DIRETO,407191.069673268,10/2020
ELETRÔNICOS,1P,SUBA,TRAFEGO DIRETO,200036.699560536,9/2021
ELETRÔNICOS,3P,SOUB,BUSCA ORGANICA,2699.423266962,2/2021
ELETRÔNICOS,3P,SOUB,AFILIADOS,486.400953666,9/2021
ELETRÔNICOS,1P,SHOP,COMPARADORES,67683.1992987,10/2020
ELETRÔNICOS,1P,ACOM,BUSCA ORGANICA,355519.55819743796,1/2021
ELETRÔNICOS,3P,ACOM,COMPARADORES,95727.193842432,10/2020
ELETRÔNICOS,1P,SUBA,AFILIADOS,68547.70766485599,1/2022
ELETRÔNICOS,1P,SUBA,TRAFEGO DIRETO,388839.33609578403,11/2021
ELETRÔNICOS,1P,SUBA,BUSCA PPC,114714.89603328,3/2021
ELETRÔNICOS,1P,SHOP,TRAFEGO DIRETO,167575.63190657398,12/2020
ELETRÔNICOS,1P,SOUB,COMPARADORES,83.188519071,12/2020
ELETRÔNICOS,3P,SUBA,COMPARADORES,18585.215992629997,1/2022
ELETRÔNICOS,3P,SOUB,BUSCA ORGANICA,2777.477902044,12/2020
ELETRÔNICOS,1P,ACOM,TRAFEGO DIRETO,1369095.8874074041,8/2021
ELETRÔNICOS,3P,SUBA,BUSCA PPC,99775.01449872,3/2021
ELETRÔNICOS,1P,SOUB,BUSCA PPC,135.118471956,8/2020
ELETRÔNICOS,3P,ACOM,AFILIADOS,37172.15893176,3/2021
ELETRÔNICOS,3P,SUBA,BUSCA ORGANICA,47242.729556868,5/2021
ELETRÔNICOS,3P,SOUB,AFILIADOS,456.68799245099996,12/2020
ELETRÔNICOS,1P,SUBA,TRAFEGO DIRETO,175027.806869997,7/2020
ELETRÔNICOS,1P,SHOP,BUSCA PPC,206202.366397272,11/2021
ELETRÔNICOS,1P,SUBA,BUSCA PPC,223856.14020962402,8/2020
ELETRÔNICOS,1P,ACOM,COMPARADORES,40633.38796048,3/2022
ELETRÔNICOS,3P,ACOM,BUSCA ORGANICA,454567.27562676,4/2020
ELETRÔNICOS,1P,SHOP,TRAFEGO DIRETO,114521.65307206401,2/2022
ELETRÔNICOS,1P,SOUB,TRAFEGO DIRETO,15635.073706806,9/2021
ELETRÔNICOS,3P,ACOM,TRAFEGO DIRETO,1167901.62255,4/2020
ELETRÔNICOS,3P,ACOM,TRAFEGO DIRETO,521352.711500064,10/2021
