Departamento,Canal,Marca,Origem Tráfego,Visita,Mês/Ano
CONSOLES & GAMES,1P,SOUB,BUSCA ORGANICA,1460.9041500240003,2/2021
CONSOLES & GAMES,3P,SOUB,TRAFEGO DIRETO,6641.957886872001,1/2022
CONSOLES & GAMES,3P,SUBA,BUSCA ORGANICA,40150.19643672001,3/2021
CONSOLES & GAMES,1P,SOUB,AFILIADOS,388.107991068,11/2020
CONSOLES & GAMES,1P,SHOP,AFILIADOS,7796.407669320001,2/2021
CONSOLES & GAMES,1P,SUBA,BUSCA ORGANICA,24831.788968218,12/2021
CONSOLES & GAMES,1P,ACOM,BUSCA PPC,248258.67125773002,1/2022
CONSOLES & GAMES,1P,ACOM,AFILIADOS,207382.16311848004,3/2022
CONSOLES & GAMES,1P,SUBA,BUSCA PPC,68352.50722115202,2/2022
CONSOLES & GAMES,3P,SHOP,COMPARADORES,7093.192468880001,3/2022
CONSOLES & GAMES,1P,SOUB,TRAFEGO DIRETO,1864.5757578,11/2020
CONSOLES & GAMES,3P,ACOM,BUSCA PPC,492833.70028694405,9/2020
CONSOLES & GAMES,1P,SHOP,BUSCA ORGANICA,2441.141084148,8/2020
CONSOLES & GAMES,3P,SOUB,TRAFEGO DIRETO,16634.016730380004,11/2021
CONSOLES & GAMES,3P,SHOP,BUSCA ORGANICA,4310.400565520001,3/2022
CONSOLES & GAMES,3P,ACOM,COMPARADORES,31808.17811535,1/2021
CONSOLES & GAMES,1P,ACOM,AFILIADOS,67634.02477833301,6/2021
CONSOLES & GAMES,3P,ACOM,TRAFEGO DIRETO,261140.71059099803,1/2022
CONSOLES & GAMES,1P,SUBA,TRAFEGO DIRETO,139173.608469837,12/2021
CONSOLES & GAMES,3P,SHOP,BUSCA ORGANICA,6807.90686478,1/2022
CONSOLES & GAMES,1P,SHOP,COMPARADORES,1241.4986253540003,6/2021
CONSOLES & GAMES,1P,SOUB,COMPARADORES,11.049337824,11/2020
CONSOLES & GAMES,3P,SHOP,AFILIADOS,5460.261400317001,5/2021
CONSOLES & GAMES,3P,ACOM,COMPARADORES,47750.45564032801,11/2021
CONSOLES & GAMES,3P,ACOM,COMPARADORES,12081.285530230001,1/2022
CONSOLES & GAMES,3P,SOUB,COMPARADORES,2.4903671640000002,9/2020
CONSOLES & GAMES,1P,ACOM,AFILIADOS,108487.56613458,12/2020
CONSOLES & GAMES,3P,SOUB,AFILIADOS,2075.797025748,12/2021
CONSOLES & GAMES,3P,SHOP,BUSCA PPC,32671.598568336005,6/2021
CONSOLES & GAMES,1P,SUBA,BUSCA PPC,82388.112971268,8/2020
CONSOLES & GAMES,3P,SUBA,AFILIADOS,53238.471970488004,11/2020
CONSOLES & GAMES,1P,SUBA,BUSCA ORGANICA,19216.134573792002,8/2021
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,90300.02124920001,3/2022
CONSOLES & GAMES,1P,SOUB,TRAFEGO DIRETO,4464.069373020001,9/2021
CONSOLES & GAMES,1P,SOUB,AFILIADOS,17515.332870486003,5/2021
CONSOLES & GAMES,1P,SUBA,COMPARADORES,23528.146400136004,4/2020
CONSOLES & GAMES,1P,SHOP,TRAFEGO DIRETO,7566.967296084001,7/2020
CONSOLES & GAMES,1P,SOUB,COMPARADORES,16.399490328000002,4/2021
CONSOLES & GAMES,1P,ACOM,TRAFEGO DIRETO,216634.52665019402,5/2021
CONSOLES & GAMES,3P,SHOP,COMPARADORES,6540.795409848,7/2021
CONSOLES & GAMES,1P,B2B,AFILIADOS,1.340954151,12/2021
CONSOLES & GAMES,1P,SUBA,TRAFEGO DIRETO,172747.948560939,12/2020
CONSOLES & GAMES,1P,B2B,COMPARADORES,1.1392609560000002,10/2021
CONSOLES & GAMES,3P,SUBA,BUSCA ORGANICA,47210.807550972,8/2020
CONSOLES & GAMES,1P,SHOP,COMPARADORES,18480.560112051,5/2020
CONSOLES & GAMES,1P,ACOM,BUSCA PPC,558803.451803616,4/2020
CONSOLES & GAMES,3P,ACOM,COMPARADORES,13421.109822652003,2/2022
CONSOLES & GAMES,3P,SOUB,COMPARADORES,4.385910204,8/2021
CONSOLES & GAMES,1P,ACOM,BUSCA PPC,186657.59072808005,3/2021
CONSOLES & GAMES,3P,ACOM,BUSCA PPC,507278.48709243303,7/2020
CONSOLES & GAMES,3P,SHOP,TRAFEGO DIRETO,20668.298685366004,9/2021
CONSOLES & GAMES,1P,SUBA,AFILIADOS,49966.349981706,7/2021
CONSOLES & GAMES,3P,SOUB,BUSCA ORGANICA,177.92884709700002,7/2021
CONSOLES & GAMES,3P,SHOP,BUSCA PPC,9429.347557998002,9/2021
CONSOLES & GAMES,3P,SOUB,BUSCA ORGANICA,1087.4808121200003,3/2021
CONSOLES & GAMES,3P,ACOM,AFILIADOS,26134.401854040007,3/2021
CONSOLES & GAMES,3P,SHOP,BUSCA ORGANICA,12161.312443848003,5/2021
CONSOLES & GAMES,1P,SHOP,COMPARADORES,1863.941167452,8/2020
CONSOLES & GAMES,1P,SOUB,BUSCA PPC,320.48804208900003,12/2021
CONSOLES & GAMES,3P,SOUB,BUSCA PPC,32560.988912298002,1/2022
CONSOLES & GAMES,3P,ACOM,AFILIADOS,49054.00721289001,9/2020
CONSOLES & GAMES,3P,SOUB,AFILIADOS,567.244386384,8/2021
CONSOLES & GAMES,1P,SUBA,BUSCA ORGANICA,19778.709457116005,10/2021
CONSOLES & GAMES,1P,SUBA,BUSCA PPC,173105.832186924,11/2020
CONSOLES & GAMES,3P,SHOP,BUSCA PPC,19005.237012066,9/2020
CONSOLES & GAMES,3P,SOUB,BUSCA PPC,33696.302679108005,9/2021
CONSOLES & GAMES,3P,SUBA,COMPARADORES,3185.967821904,4/2022
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,102856.34183796003,3/2021
CONSOLES & GAMES,1P,B2B,BUSCA ORGANICA,162.12221252400002,9/2021
CONSOLES & GAMES,1P,SUBA,COMPARADORES,13593.915982656003,4/2021
CONSOLES & GAMES,1P,SOUB,COMPARADORES,4.498369440000001,3/2021
CONSOLES & GAMES,1P,B2B,AFILIADOS,276.92832048,3/2022
CONSOLES & GAMES,3P,ACOM,COMPARADORES,25605.519513345,12/2021
CONSOLES & GAMES,1P,SOUB,TRAFEGO DIRETO,1433.864890344,10/2020
CONSOLES & GAMES,3P,SOUB,BUSCA ORGANICA,870.4344866400002,4/2021
CONSOLES & GAMES,1P,SOUB,AFILIADOS,61.91255412000001,4/2020
CONSOLES & GAMES,3P,SOUB,TRAFEGO DIRETO,426.207409062,7/2020
CONSOLES & GAMES,1P,SUBA,TRAFEGO DIRETO,121391.25694581601,4/2020
CONSOLES & GAMES,1P,ACOM,COMPARADORES,7447.9050536370005,7/2021
CONSOLES & GAMES,1P,SOUB,AFILIADOS,182.811347625,12/2020
CONSOLES & GAMES,3P,ACOM,AFILIADOS,26262.469698567,1/2021
CONSOLES & GAMES,1P,SHOP,BUSCA PPC,20175.363660760002,2/2022
CONSOLES & GAMES,3P,B2B,AFILIADOS,2.4619113680000004,2/2022
CONSOLES & GAMES,1P,ACOM,BUSCA PPC,392464.0067324401,10/2021
CONSOLES & GAMES,1P,SUBA,COMPARADORES,10567.754547140003,2/2022
CONSOLES & GAMES,3P,SOUB,COMPARADORES,0.0,10/2021
CONSOLES & GAMES,1P,SHOP,BUSCA PPC,8941.408935888001,8/2021
CONSOLES & GAMES,3P,SUBA,COMPARADORES,31997.845506396006,11/2021
CONSOLES & GAMES,1P,B2B,TRAFEGO DIRETO,589.1201525520001,9/2021
CONSOLES & GAMES,3P,SOUB,COMPARADORES,10.275351498000003,9/2021
CONSOLES & GAMES,3P,SUBA,BUSCA ORGANICA,55664.91617025601,4/2021
CONSOLES & GAMES,3P,SOUB,AFILIADOS,739.2385640160002,4/2021
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,253788.343614777,5/2020
CONSOLES & GAMES,1P,SUBA,BUSCA PPC,82465.46786397601,4/2021
CONSOLES & GAMES,3P,B2B,AFILIADOS,3.4177828680000006,10/2021
CONSOLES & GAMES,1P,SHOP,BUSCA PPC,2343.8781147600002,8/2020
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,155209.376494536,8/2020
CONSOLES & GAMES,1P,ACOM,AFILIADOS,129941.13269961001,9/2020
CONSOLES & GAMES,3P,SUBA,TRAFEGO DIRETO,66056.77487049201,2/2022
CONSOLES & GAMES,3P,ACOM,COMPARADORES,34768.342349172,5/2021
CONSOLES & GAMES,3P,ACOM,COMPARADORES,24817.730704480004,3/2022
CONSOLES & GAMES,1P,SUBA,COMPARADORES,7466.168678040002,3/2021
CONSOLES & GAMES,1P,B2B,BUSCA ORGANICA,356.693804166,12/2021
CONSOLES & GAMES,1P,ACOM,AFILIADOS,266137.11316332,11/2020
CONSOLES & GAMES,3P,SUBA,AFILIADOS,36002.077620093005,6/2021
CONSOLES & GAMES,1P,SOUB,COMPARADORES,13.099056228,7/2021
CONSOLES & GAMES,3P,SUBA,TRAFEGO DIRETO,65381.25695832,10/2020
CONSOLES & GAMES,3P,SUBA,COMPARADORES,22815.763602940006,2/2022
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,279679.45783386,11/2020
CONSOLES & GAMES,1P,ACOM,BUSCA PPC,391942.50574472005,3/2022
CONSOLES & GAMES,1P,SUBA,BUSCA ORGANICA,25870.332899316003,5/2021
CONSOLES & GAMES,1P,SOUB,BUSCA PPC,47932.150649448005,8/2021
CONSOLES & GAMES,1P,ACOM,COMPARADORES,20882.555532840004,3/2021
CONSOLES & GAMES,3P,SOUB,COMPARADORES,0.0,5/2021
CONSOLES & GAMES,3P,SHOP,BUSCA ORGANICA,6214.410592167,7/2021
CONSOLES & GAMES,1P,SUBA,COMPARADORES,10426.770524976,8/2021
CONSOLES & GAMES,3P,SHOP,AFILIADOS,3542.152671582,12/2020
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,100642.74094560002,4/2022
CONSOLES & GAMES,3P,SOUB,BUSCA ORGANICA,22.013352576000003,4/2020
CONSOLES & GAMES,1P,SHOP,TRAFEGO DIRETO,25467.814460334,12/2020
CONSOLES & GAMES,1P,SHOP,COMPARADORES,2150.149413438,6/2020
CONSOLES & GAMES,3P,ACOM,AFILIADOS,29172.583460454003,2/2021
CONSOLES & GAMES,1P,SHOP,AFILIADOS,5608.6256921760005,1/2021
CONSOLES & GAMES,3P,ACOM,AFILIADOS,36018.66780216901,6/2021
CONSOLES & GAMES,1P,SHOP,AFILIADOS,8056.481758224,10/2020
CONSOLES & GAMES,3P,ACOM,AFILIADOS,33826.457131416006,9/2021
CONSOLES & GAMES,3P,B2B,BUSCA PPC,415.69578681,12/2021
CONSOLES & GAMES,1P,SOUB,AFILIADOS,547.109293608,12/2021
CONSOLES & GAMES,1P,ACOM,COMPARADORES,72352.678544055,6/2020
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,91388.09610745202,10/2021
CONSOLES & GAMES,3P,ACOM,COMPARADORES,23211.586310400005,3/2021
CONSOLES & GAMES,1P,SUBA,BUSCA ORGANICA,18883.030316760003,3/2021
CONSOLES & GAMES,1P,SUBA,TRAFEGO DIRETO,213366.51658056004,3/2022
CONSOLES & GAMES,1P,ACOM,BUSCA PPC,166979.62274352604,2/2021
CONSOLES & GAMES,1P,SUBA,TRAFEGO DIRETO,143920.634129061,5/2020
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,144265.05491616004,4/2021
CONSOLES & GAMES,1P,SHOP,TRAFEGO DIRETO,9971.2008189,10/2020
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,66973.599358242,9/2021
CONSOLES & GAMES,1P,SUBA,BUSCA PPC,70097.448083922,1/2022
CONSOLES & GAMES,3P,SUBA,BUSCA ORGANICA,39768.22619688001,5/2021
CONSOLES & GAMES,3P,SUBA,COMPARADORES,19654.500675720006,3/2021
CONSOLES & GAMES,1P,SHOP,AFILIADOS,13640.371426188003,10/2021
CONSOLES & GAMES,3P,B2B,TRAFEGO DIRETO,351.64536237600004,9/2021
CONSOLES & GAMES,3P,B2B,BUSCA PPC,290.43701904000005,4/2022
CONSOLES & GAMES,1P,SHOP,COMPARADORES,4381.115774136,10/2020
CONSOLES & GAMES,1P,SOUB,COMPARADORES,2.996060733,1/2021
CONSOLES & GAMES,3P,B2B,BUSCA PPC,324.19552972800005,11/2021
CONSOLES & GAMES,3P,SOUB,TRAFEGO DIRETO,804.941650266,1/2021
CONSOLES & GAMES,1P,ACOM,COMPARADORES,7204.286566503001,6/2021
CONSOLES & GAMES,3P,SOUB,BUSCA PPC,30.275982144000004,4/2021
CONSOLES & GAMES,3P,B2B,AFILIADOS,7.576617888000001,4/2022
CONSOLES & GAMES,3P,SUBA,AFILIADOS,112934.01933626401,11/2021
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,137213.49654882602,5/2021
CONSOLES & GAMES,3P,SUBA,BUSCA PPC,150389.83344762,6/2020
CONSOLES & GAMES,1P,SHOP,AFILIADOS,7567.888057002001,6/2021
CONSOLES & GAMES,1P,SHOP,AFILIADOS,4786.435028634,5/2020
CONSOLES & GAMES,3P,SUBA,COMPARADORES,16863.920080254004,6/2021
CONSOLES & GAMES,3P,ACOM,BUSCA ORGANICA,170133.69970455303,6/2021
CONSOLES & GAMES,1P,SOUB,BUSCA PPC,288.911172382,1/2022
CONSOLES & GAMES,1P,ACOM,BUSCA PPC,476926.57334900403,10/2020
CONSOLES & GAMES,1P,SUBA,COMPARADORES,19429.084693839002,12/2021
CONSOLES & GAMES,1P,SUBA,COMPARADORES,1802.7655588680002,2/2021
CONSOLES & GAMES,3P,SHOP,COMPARADORES,17624.892351807,6/2020
CONSOLES & GAMES,3P,SHOP,BUSCA ORGANICA,21507.525409032,6/2020
CONSOLES & GAMES,3P,SHOP,COMPARADORES,23693.92379634,11/2020
CONSOLES & GAMES,3P,SHOP,BUSCA PPC,27156.222071568,4/2020
CONSOLES & GAMES,3P,ACOM,BUSCA PPC,561315.6940148801,3/2022
CONSOLES & GAMES,1P,SUBA,AFILIADOS,55875.034028892005,8/2021
CONSOLES & GAMES,3P,ACOM,TRAFEGO DIRETO,311193.790446276,9/2020
CONSOLES & GAMES,1P,B2B,TRAFEGO DIRETO,367.421437374,12/2021
CONSOLES & GAMES,3P,B2B,TRAFEGO DIRETO,257.605008192,4/2022
CONSOLES & GAMES,1P,SOUB,BUSCA ORGANICA,682.7400217560001,9/2021
CONSOLES & GAMES,3P,SUBA,BUSCA PPC,149714.384013516,11/2020
CONSOLES & GAMES,1P,ACOM,TRAFEGO DIRETO,593094.517140432,5/2020
CONSOLES & GAMES,3P,SHOP,AFILIADOS,5146.625714804001,2/2022
CONSOLES & GAMES,1P,SOUB,BUSCA ORGANICA,5068.704010608001,4/2021
CONSOLES & GAMES,1P,B2B,AFILIADOS,4.923822736000001,2/2022
CONSOLES & GAMES,1P,SOUB,BUSCA ORGANICA,783.220473078,9/2020
CONSOLES & GAMES,1P,ACOM,BUSCA PPC,284917.021942878,6/2021
CONSOLES & GAMES,1P,SUBA,TRAFEGO DIRETO,44365.74067724401,2/2021
CONSOLES & GAMES,3P,B2B,BUSCA ORGANICA,308.905025142,1/2022
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,138304.59353916,10/2020
CONSOLES & GAMES,3P,ACOM,BUSCA PPC,924851.3302091282,11/2021
CONSOLES & GAMES,1P,SHOP,BUSCA ORGANICA,3408.224778348,10/2020
CONSOLES & GAMES,1P,SOUB,BUSCA ORGANICA,1733.31154422,10/2020
CONSOLES & GAMES,1P,B2B,TRAFEGO DIRETO,650.3263687200001,4/2022
CONSOLES & GAMES,1P,ACOM,COMPARADORES,60974.314956828,8/2020
CONSOLES & GAMES,3P,SUBA,COMPARADORES,70072.628753016,4/2020
CONSOLES & GAMES,1P,SUBA,BUSCA ORGANICA,19759.500930654005,9/2021
CONSOLES & GAMES,1P,SHOP,BUSCA ORGANICA,7805.179194288001,4/2022
CONSOLES & GAMES,3P,SHOP,AFILIADOS,5922.38964912,4/2022
CONSOLES & GAMES,1P,SHOP,COMPARADORES,3558.7346773560002,9/2020
CONSOLES & GAMES,1P,SUBA,COMPARADORES,42520.022352396,5/2020
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,54285.309628676005,1/2022
CONSOLES & GAMES,3P,ACOM,AFILIADOS,28511.23403576,1/2022
CONSOLES & GAMES,1P,SUBA,TRAFEGO DIRETO,98840.83079632201,5/2021
CONSOLES & GAMES,1P,ACOM,COMPARADORES,9493.461546348002,10/2021
CONSOLES & GAMES,3P,SHOP,COMPARADORES,9252.313210896002,4/2022
CONSOLES & GAMES,3P,B2B,BUSCA PPC,481.81024864000005,3/2022
CONSOLES & GAMES,1P,SOUB,AFILIADOS,10715.775132720002,3/2022
CONSOLES & GAMES,3P,SHOP,BUSCA ORGANICA,9515.692933644,9/2020
CONSOLES & GAMES,3P,SHOP,AFILIADOS,5216.074024998001,9/2020
CONSOLES & GAMES,3P,SHOP,TRAFEGO DIRETO,16707.846218814,7/2021
CONSOLES & GAMES,3P,SHOP,AFILIADOS,5146.919675142,5/2020
CONSOLES & GAMES,3P,SOUB,TRAFEGO DIRETO,2420.8170722640007,4/2021
CONSOLES & GAMES,1P,B2B,BUSCA PPC,387.75104046000007,2/2022
CONSOLES & GAMES,3P,SUBA,TRAFEGO DIRETO,90204.228970284,8/2020
CONSOLES & GAMES,3P,SUBA,BUSCA PPC,94736.19092062202,2/2021
CONSOLES & GAMES,3P,ACOM,TRAFEGO DIRETO,248525.44542604804,4/2021
CONSOLES & GAMES,1P,SHOP,COMPARADORES,2279.6220567,12/2021
CONSOLES & GAMES,3P,SHOP,BUSCA PPC,65947.972802544,11/2020
CONSOLES & GAMES,3P,SHOP,BUSCA ORGANICA,13600.223478936003,4/2021
CONSOLES & GAMES,1P,ACOM,BUSCA PPC,220762.76096256002,7/2021
CONSOLES & GAMES,1P,SHOP,AFILIADOS,1859.6259264960001,8/2021
CONSOLES & GAMES,1P,ACOM,AFILIADOS,54217.630212549004,7/2020
CONSOLES & GAMES,1P,SUBA,AFILIADOS,28086.071998053,1/2021
CONSOLES & GAMES,1P,SHOP,BUSCA PPC,15711.470468460002,6/2020
CONSOLES & GAMES,3P,SOUB,AFILIADOS,41.003068788,10/2020
CONSOLES & GAMES,3P,ACOM,BUSCA ORGANICA,199196.99834686803,9/2020
CONSOLES & GAMES,3P,SOUB,AFILIADOS,1736.8784701240004,2/2022
CONSOLES & GAMES,1P,ACOM,BUSCA PPC,702141.122709102,5/2020
CONSOLES & GAMES,1P,B2B,BUSCA ORGANICA,488.6894065480001,2/2022
CONSOLES & GAMES,1P,SOUB,AFILIADOS,46.239772332,8/2020
CONSOLES & GAMES,1P,SOUB,TRAFEGO DIRETO,1849.4313803000002,1/2022
CONSOLES & GAMES,3P,ACOM,COMPARADORES,13697.960334084002,6/2021
CONSOLES & GAMES,3P,SUBA,COMPARADORES,30927.927893220003,5/2021
CONSOLES & GAMES,1P,SOUB,BUSCA PPC,703.2907247520001,9/2021
CONSOLES & GAMES,1P,SUBA,TRAFEGO DIRETO,145632.66556585502,6/2020
CONSOLES & GAMES,3P,SUBA,AFILIADOS,35365.05594492,8/2021
CONSOLES & GAMES,1P,SHOP,AFILIADOS,43519.45069962001,11/2021
CONSOLES & GAMES,3P,SOUB,BUSCA ORGANICA,903.8422140300002,2/2021
CONSOLES & GAMES,1P,SOUB,TRAFEGO DIRETO,2000.3029865000003,2/2022
CONSOLES & GAMES,1P,SUBA,BUSCA ORGANICA,56649.955023648,11/2020
CONSOLES & GAMES,3P,SOUB,BUSCA PPC,24250.308709416004,10/2021
CONSOLES & GAMES,1P,SUBA,TRAFEGO DIRETO,152021.9838246,10/2020
CONSOLES & GAMES,1P,SHOP,COMPARADORES,3478.9303802400004,1/2022
CONSOLES & GAMES,3P,SHOP,TRAFEGO DIRETO,13709.905460760003,3/2021
CONSOLES & GAMES,3P,ACOM,AFILIADOS,107492.101853556,11/2020
CONSOLES & GAMES,1P,SUBA,BUSCA ORGANICA,30540.775030128003,4/2020
CONSOLES & GAMES,3P,B2B,TRAFEGO DIRETO,224.03393448800003,2/2022
CONSOLES & GAMES,3P,SUBA,COMPARADORES,5869.2829759470005,1/2021
CONSOLES & GAMES,3P,SOUB,BUSCA ORGANICA,640.024361148,9/2020
CONSOLES & GAMES,3P,ACOM,BUSCA PPC,417247.22675691906,6/2021
CONSOLES & GAMES,1P,SUBA,COMPARADORES,4649.073372921,7/2021
CONSOLES & GAMES,3P,SUBA,BUSCA PPC,160957.408652832,12/2021
CONSOLES & GAMES,1P,B2B,BUSCA PPC,2063.2015913160003,10/2021
CONSOLES & GAMES,1P,ACOM,TRAFEGO DIRETO,319424.347269456,8/2020
CONSOLES & GAMES,1P,SUBA,AFILIADOS,114262.23041161602,2/2022
CONSOLES & GAMES,1P,ACOM,BUSCA PPC,202902.11826077203,2/2022
CONSOLES & GAMES,1P,SUBA,COMPARADORES,26140.077610968,10/2020
CONSOLES & GAMES,1P,SHOP,TRAFEGO DIRETO,16972.006870728,6/2020
CONSOLES & GAMES,3P,ACOM,COMPARADORES,25755.272432292004,10/2021
CONSOLES & GAMES,1P,SHOP,COMPARADORES,3035.274779640001,3/2021
CONSOLES & GAMES,3P,SUBA,BUSCA ORGANICA,29277.433631868003,10/2020
CONSOLES & GAMES,3P,SUBA,BUSCA PPC,203508.84447568803,4/2021
CONSOLES & GAMES,3P,SOUB,AFILIADOS,24.903671640000002,9/2020
CONSOLES & GAMES,3P,SUBA,COMPARADORES,97961.702688549,5/2020
CONSOLES & GAMES,1P,SUBA,BUSCA ORGANICA,60101.058645195,12/2020
CONSOLES & GAMES,3P,ACOM,BUSCA PPC,509624.8345685731,5/2021
CONSOLES & GAMES,1P,SHOP,BUSCA ORGANICA,9192.358485954,5/2020
CONSOLES & GAMES,3P,B2B,BUSCA ORGANICA,462.62918209500003,12/2021
CONSOLES & GAMES,3P,SUBA,COMPARADORES,14914.480984638001,12/2020
CONSOLES & GAMES,3P,SUBA,TRAFEGO DIRETO,51735.67247856001,4/2022
CONSOLES & GAMES,3P,B2B,AFILIADOS,1.1417057220000002,9/2021
CONSOLES & GAMES,1P,SOUB,BUSCA ORGANICA,581.0230875600001,10/2021
CONSOLES & GAMES,3P,SUBA,TRAFEGO DIRETO,87770.81299955401,12/2021
CONSOLES & GAMES,1P,ACOM,TRAFEGO DIRETO,338112.169121952,9/2020
CONSOLES & GAMES,1P,SHOP,COMPARADORES,22833.400775136004,4/2022
CONSOLES & GAMES,3P,SUBA,AFILIADOS,28068.123068952,12/2020
CONSOLES & GAMES,1P,ACOM,COMPARADORES,33582.286577712,7/2020
CONSOLES & GAMES,3P,SUBA,BUSCA ORGANICA,30651.373518534005,9/2021
CONSOLES & GAMES,1P,SOUB,TRAFEGO DIRETO,3779.4695564640006,4/2022
CONSOLES & GAMES,3P,SUBA,BUSCA ORGANICA,37816.22538534,9/2020
CONSOLES & GAMES,3P,SUBA,TRAFEGO DIRETO,95540.70229207202,10/2021
CONSOLES & GAMES,1P,ACOM,COMPARADORES,33226.478702088,9/2020
CONSOLES & GAMES,3P,SOUB,TRAFEGO DIRETO,11849.267401140001,8/2021
CONSOLES & GAMES,1P,SHOP,COMPARADORES,1684.0159399500003,9/2021
CONSOLES & GAMES,3P,SHOP,TRAFEGO DIRETO,31884.333447798002,6/2020
CONSOLES & GAMES,3P,SHOP,BUSCA ORGANICA,21402.090089154,12/2020
CONSOLES & GAMES,1P,ACOM,TRAFEGO DIRETO,253511.262271149,7/2020
CONSOLES & GAMES,3P,SUBA,TRAFEGO DIRETO,55960.06665752101,6/2021
CONSOLES & GAMES,1P,SUBA,BUSCA ORGANICA,15721.935654930003,2/2021
CONSOLES & GAMES,3P,SUBA,BUSCA PPC,179600.064494904,4/2020
CONSOLES & GAMES,3P,SUBA,AFILIADOS,38576.231638260004,2/2021
CONSOLES & GAMES,3P,SOUB,BUSCA ORGANICA,4443.518670024001,9/2021
CONSOLES & GAMES,3P,SUBA,BUSCA PPC,141226.20588862803,10/2021
CONSOLES & GAMES,1P,SUBA,BUSCA PPC,148606.303942836,10/2020
CONSOLES & GAMES,1P,SUBA,TRAFEGO DIRETO,133659.48887454002,9/2021
CONSOLES & GAMES,3P,SHOP,AFILIADOS,5437.15943628,8/2020
CONSOLES & GAMES,1P,B2B,AFILIADOS,11.392609560000002,10/2021
CONSOLES & GAMES,1P,SHOP,AFILIADOS,14393.518315680001,3/2022
CONSOLES & GAMES,1P,SUBA,COMPARADORES,14755.962157776003,11/2021
CONSOLES & GAMES,1P,SHOP,TRAFEGO DIRETO,7474.898368704,8/2020
CONSOLES & GAMES,1P,SUBA,BUSCA PPC,148725.965651508,11/2021
CONSOLES & GAMES,3P,SOUB,COMPARADORES,1.9973738220000001,1/2021
CONSOLES & GAMES,3P,ACOM,BUSCA ORGANICA,295663.212889494,5/2020
CONSOLES & GAMES,1P,SOUB,BUSCA ORGANICA,22.619946291,7/2020
CONSOLES & GAMES,3P,SOUB,AFILIADOS,38.267397792,8/2020
CONSOLES & GAMES,1P,SUBA,BUSCA PPC,48336.497832486006,2/2021
CONSOLES & GAMES,1P,SOUB,BUSCA PPC,27.335379192,10/2020
CONSOLES & GAMES,1P,ACOM,TRAFEGO DIRETO,522533.5425381961,11/2021
CONSOLES & GAMES,3P,SUBA,AFILIADOS,34635.72357273601,4/2021
CONSOLES & GAMES,3P,SOUB,AFILIADOS,1220.6247109980002,1/2022
CONSOLES & GAMES,1P,B2B,TRAFEGO DIRETO,127.90526758800002,11/2021
CONSOLES & GAMES,3P,ACOM,AFILIADOS,81627.62210811602,11/2021
CONSOLES & GAMES,1P,SOUB,TRAFEGO DIRETO,4704.8968347810005,5/2020
CONSOLES & GAMES,1P,SUBA,AFILIADOS,44908.112014344006,4/2021
CONSOLES & GAMES,1P,SUBA,BUSCA PPC,136888.825139118,6/2020
CONSOLES & GAMES,1P,SUBA,COMPARADORES,29099.940311340004,9/2020
CONSOLES & GAMES,1P,ACOM,BUSCA ORGANICA,230157.85618929603,4/2020
CONSOLES & GAMES,3P,ACOM,TRAFEGO DIRETO,236020.67636354102,1/2021
CONSOLES & GAMES,3P,ACOM,BUSCA ORGANICA,216793.23230223302,5/2021
CONSOLES & GAMES,1P,SHOP,COMPARADORES,16338.948142776002,11/2021
CONSOLES & GAMES,1P,ACOM,COMPARADORES,50698.705414146,12/2020
CONSOLES & GAMES,3P,SOUB,AFILIADOS,3.571570467,7/2020
CONSOLES & GAMES,3P,SOUB,AFILIADOS,151.255227654,2/2021
CONSOLES & GAMES,1P,ACOM,AFILIADOS,46372.56596460001,3/2021
CONSOLES & GAMES,3P,SOUB,BUSCA ORGANICA,1585.0206310400001,3/2022
CONSOLES & GAMES,1P,SOUB,AFILIADOS,5210.461322352,8/2021
CONSOLES & GAMES,3P,SHOP,AFILIADOS,3229.829257920001,3/2021
CONSOLES & GAMES,3P,B2B,AFILIADOS,0.9996926380000001,1/2022
CONSOLES & GAMES,3P,SOUB,BUSCA ORGANICA,288.55573098,5/2021
CONSOLES & GAMES,1P,ACOM,TRAFEGO DIRETO,365486.4449694,10/2020
CONSOLES & GAMES,3P,SHOP,BUSCA PPC,20295.000030528005,4/2021
CONSOLES & GAMES,3P,ACOM,COMPARADORES,36778.781000676005,8/2021
CONSOLES & GAMES,3P,SUBA,BUSCA PPC,105578.97994152003,3/2021
CONSOLES & GAMES,3P,SUBA,BUSCA PPC,200264.23538491502,5/2021
CONSOLES & GAMES,3P,SHOP,COMPARADORES,8649.831474132001,2/2021
CONSOLES & GAMES,3P,SHOP,BUSCA ORGANICA,8571.530508684,8/2021
